Uuid,Void/Retire,Name,Description,Parent,Tags,IdentifierSourceName,Address 1,Address 2,Address 3,Address 4,Address 5,Address 6,City/Village,County/District,State/Province,Postal Code,Country,_order:1000
c1e42932-3f10-11e4-adec-0800271c1b75,yes,Ganiyari,,,,,,,,,,,,,,,,
baf7bd38-d225-11e4-9c67-080027b662ec,yes,General Ward,,,,,,,,,,,,,,,,
baf83667-d225-11e4-9c67-080027b662ec,yes,General Ward Room 1,,,,,,,,,,,,,,,,
e48fb2b3-d490-11e5-b193-0800270d80ce,yes,General Ward - Room 2,,,,,,,,,,,,,,,,
bb0e512e-d225-11e4-9c67-080027b662ec,yes,Labour Ward,,,,,,,,,,,,,,,,
bb0eb071-d225-11e4-9c67-080027b662ec,yes,Labour Ward - 1,,,,,,,,,,,,,,,,
c58e12ed-3f12-11e4-adec-0800271c1b75,yes,OPD-1,,,,,,,,,,,,,,,,
152dceda-8eba-11e9-858d-f23c91a85e57,yes,OT,,,,,,,,,,,,,,,,
c5854fd7-3f12-11e4-adec-0800271c1b75,yes,Registration Desk,,,,,,,,,,,,,,,,
8d6c993e-c2cc-11de-8d13-0010c6dffd0f,yes,Unknown Location,,,,,,,,,,,,,,,,
115a6998-4f61-4f63-8dab-d221d1bf7cd5,yes,Registration,Registration Location,,Login Location;Visit Location;Appointment Location;,,,,,,,,,,,,,
000cbaf9-14ab-42f8-ad1b-abab8baaa62b,no,ART Clinic,ART Clinic,,Login Location;Visit Location;Appointment Location;,,,,,,,,,,,,,
833903b1-7510-4f34-85c2-0f2ab8bd1519,no,PMTCT,PMTCT,,Login Location;Visit Location;Appointment Location;,,,,,,,,,,,,,
c9ae57e9-3eab-4754-b414-bfebd3665dfc,no,Pharmacy,Pharmacy Location,,Login Location;Visit Location;Appointment Location;,,,,,,,,,,,,,
f3654d0f-2352-4d1a-9b8b-d9fb4e9d0413,no,Laboratory,Laboratory Location,,Login Location;Visit Location;Appointment Location;,,,,,,,,,,,,,
9a85e457-095c-434a-9f84-ba2dbf1705bf,no,140th SPLA Batalion PHCU,,,Visit Location;,,,,Tambura Payam,,,,,Tambura County,Western Equatoria State,,,
6146111c-f29d-45bf-ab1f-9eaef8868e5d,no,Abang PHCU,,,Visit Location;,,,,Abang Payam,,,,,Yirol West County,Lakes State,,,
c1a825df-1c18-4dbb-a19b-b95a0649d3ff,no,Abara PHCC,,,Visit Location;,,,,Magwi Payam,,,,,Magwi County,Eastern Equatoria State,,,
7f5a469f-ea38-4eb3-89b5-226a50ad88c5,no,Abarkou PHCU,,,Visit Location;,,,,Jiir Payam,,,,,Rumbek Centre County,Lakes State,,,
63749dcf-36eb-4b12-a357-297f9d2a952d,no,Abayok PHCC,,,Visit Location;,,,,Jiir Payam,,,,,Rumbek Centre County,Upper Nile State,,,
59661e22-c7ba-4009-bbad-ece985071967,no,Abeer PHCU,,,Visit Location;,,,,Matangai Payam,,,,,Rumbek Centre County,Lakes State,,,
7ed756bc-bfb3-464c-8fc1-469d97cfe864,no,Abegi PHCU,,,Visit Location;,,,,Otogo Payam,,,,,Yei County,Central Equatoria State,,,
02fae703-dd3d-4a76-8f19-ffa6ca058789,no,Abeyok PHCU,,,Visit Location;,,,,Turalei Payam,,,,,Twic County,Warrap State,,,
6c00c084-2f42-4201-8966-72511d539e78,no,Abiemnom PHCC,,,Visit Location;,,,,Abiemnom Payam,,,,,Abiemnhom County,Ruweng Administrative Area,,,
4d3e0107-d75d-43b8-96ba-e7d829255923,no,Abienyai PHCU,,,Visit Location;,,,,Dethok Payam,,,,,Fashoda County,Upper Nile State,,,
06ca687b-b98e-4dc8-9b42-f7236e274bb5,no,Abinajok PHCU,,,Visit Location;,,,,Jiir Payam,,,,,Rumbek Centre County,Lakes State,,,
ad45a571-f072-4b58-a99d-d9337dfdb522,no,Abiriu PHCC,,,Visit Location;,,,,Abiriu Payam,,,,,Cueibet County,Lakes State,,,
d64d5a88-b126-410c-ac92-cce9e8654755,no,Abou PHCU,,,Visit Location;,,,,Udici Payam,,,,,Jur River County,Western Bahr El Ghazal State,,,
beba7487-d1a3-4ab5-8bc5-a4f09862ada5,no,Abukadhra PHCU,,,Visit Location;,,,,North Renk Payam,,,,,Renk County,Upper Nile State,,,
7d04b4e3-3fa3-4a73-93d7-8bb891b014c2,no,Abul PHCU,,,Visit Location;,,,,Uyujuku Payam,,,,,Raga County,Western Bahr El Ghazal State,,,
7d0531b3-d6ad-4802-b5b4-efbf13156e8b,no,Aburoc PHCC,,,Visit Location;,,,,Aburoc Payam,,,,,Fashoda County,Upper Nile State,,,
86668399-a0ba-4262-8ebf-66238d6bcbb8,no,Aburoc PHCU,,,Visit Location;,,,,Dethok Payam,,,,,Fashoda County,Upper Nile State,,,
6f10545d-2b72-4cf2-a0a8-e2367784759b,no,Abushaka PHCU,,,Visit Location;,,,,Besselia Payam,,,,,Wau County,Western Bahr El Ghazal State,,,
ef215d18-96c8-4d2f-b84f-35f1e426934e,no,Abuyung PHCU,,,Visit Location;,,,,Abuyung Payam,,,,,Awerial County,Lakes State,,,
729b228a-075a-4f52-b5ec-9a97b45cfe53,no,Abyei Border Point,,,Visit Location;,,,,Amenth agouk Payam,,,,,Abyei County,Abyei Administrative Area,,,
e91afb7c-ec4c-46a1-9aea-800bc29bc3b4,no,Abyei Chok PHCU,,,Visit Location;,,,,Malual East Payam,,,,,Aweil North County,Northern Bahr El Ghazal State,,,
d3ba6e23-3e68-47c3-9a51-b871f9b715d0,no,Abyei Civil HOSPITAL,,,Visit Location;,,,,Abyei Payam,,,,,Abyei County,Abyei Administrative Area,,,
7034ae1d-43dd-4481-b9b4-a1f78a0a8d02,no,Abyei PHCC,,,Visit Location;,,,,Abyei Payam,,,,,Abyei County,Abyei Administrative Area,,,
ea1caa8e-e37a-47d3-899f-39b22519ed65,no,Achake PHCU,,,Visit Location;,,,,Lul Payam,,,,,Fashoda County,Upper Nile State,,,
42b39df5-aca4-4c22-8a14-c8b1af5b9f8f,no,Achana PHCU,,,Visit Location;,,,,Achana Payam,,,,,Aweil West County,Northern Bahr El Ghazal State,,,
8cf751fa-ae70-4d2f-ac49-d59f9a81b2c4,no,Achana PHCU,,,Visit Location;,,,,Achana Payam,,,,,Aweil West County,Northern Bahr El Ghazal State,,,
7d49cbde-55fa-423e-9f4f-adcce13598db,no,Achiek PHCU,,,Visit Location;,,,,Malueeth Payam,,,,,Rumbek North County,Lakes State,,,
41d4acf1-a9c2-45d0-97e6-c077ebc1cac5,no,Achong Chong PHCC,,,Visit Location;,,,,Marial Bai Payam,,,,,Jur River County,Western Bahr El Ghazal State,,,
399e7955-9f9a-4154-86e8-594076aa6046,no,Achot PHCU,,,Visit Location;,,,,Rocrocdong Payam,,,,,Jur River County,Western Bahr El Ghazal State,,,
ba2491db-1573-4f12-81a4-cae84a9471c5,no,Acigor PHCU,,,Visit Location;,,,,Lekakedu Payam,,,,,Yirol East County,Lakes State,,,
859c8725-8fa2-4b65-87b2-af8ea0a0dbc3,no,Adeba PHCU,,,Visit Location;,,,,Kurumi Payam,,,,,Lafon/Lopa County,Eastern Equatoria State,,,
ee8b82ad-bbfe-4d01-bfe0-8e10532c9ba8,no,Aderi PHCU,,,Visit Location;,,,,Kaka Payam,,,,,Manyo County,Upper Nile State,,,
4850959e-5743-4f06-950c-fe3020d8f925,no,Adet PHCU,,,Visit Location;,,,,Wau Bai Payam,,,,,Jur River County,Western Bahr El Ghazal State,,,
1da57594-075e-4d1b-938c-e3d1a34a8bbd,no,Adior PHCC,,,Visit Location;,,,,Adior Payam,,,,,Yirol East County,Lakes State,,,
ae7bc758-2d62-4fe6-b6a1-da7f4428aa2d,no,Adir-Dir PHCU,,,Visit Location;,,,,Amongpiny Payam,,,,,Rumbek Centre County,Lakes State,,,
5ad8805d-a80d-47be-bbb1-77774ef17100,no,Adodo PHCC,,,Visit Location;,,,,Kodok Payam,,,,,Fashoda County,Upper Nile State,,,
ad6f4b6c-3278-4482-ab63-d3da0762ce90,no,Adok PHCC,,,Visit Location;,,,,Adok Payam,,,,,Leer County,Unity State,,,
765147fa-2fb3-40be-a14e-185026cbc8c4,no,Adol PHCC,,,Visit Location;,,,,Atiaba Payam,,,,,Rumbek East County,Lakes State,,,
291b14f1-536d-4fd7-bed4-e304d95f6e7d,no,Adong PHCC,,,Visit Location;,,,,Adong Payam,,,,,Baliet County,Upper Nile State,,,
23286fe8-2736-422c-a4bd-480accc74b19,no,Adoor PHCU,,,Visit Location;,,,,Malual Bai Payam,,,,,Aweil East County,Northern Bahr El Ghazal State,,,
62ea8484-0298-44de-b1fd-9718fc419036,no,ADRA Youth Centre PHCU,,,Visit Location;,,,,Munuki Payam,,,,,Juba County,Central Equatoria State,,,
d85c67c4-b6f9-42ba-a05d-c280837195d8,no,Aduel PHCC,,,Visit Location;,,,,Aduel Payam,,,,,Rumbek East County,Lakes State,,,
daf8fdcb-14f5-4c78-a55a-9e8655fcfd47,no,Affa PHCU,,,Visit Location;,,,,Mambe Payam,,,,,Maridi County,Western Equatoria State,,,
b8e56d3c-84da-4c56-aef0-aefd1cbfb935,no,African Inland Church PHCC,,,Visit Location;,,,,Makuach Payam,,,,,Bor South County,Central Equatoria State,,,
4db70433-d311-4936-8fe7-f4cf71728b2e,no,African Inland Church PHCC,,,Visit Location;,,,,Makuach Payam,,,,,Bor South County,Central Equatoria State,,,
f3428608-efa9-4a01-9990-b0a43c7faa60,no,Agangrial PHCU,,,Visit Location;,,,,Ngap Payam,,,,,Cueibet County,Lakes State,,,
631bcc46-3822-4210-9327-de188ac21bfd,no,Agany PHCU,,,Visit Location;,,,,Aluakluak Payam,,,,,Yirol West County,Lakes State,,,
a534715e-3658-4dbc-8cc8-92ba745a1902,no,Agany Tok PHCU,,,Visit Location;,,,,Alal Payam,,,,,Abyei County,Abyei Administrative Area,,,
2be0c09d-ac8b-4a81-ab64-8889d407d3f8,no,Agei PHCU,,,Visit Location;,,,,Kuac North Payam,,,,,Gogrial West County,Warrap State,,,
f12dd0a8-81af-493d-81e1-c6babae4e8fe,no,Agok MSF Hospital,,,Visit Location;,,,,Kuac North Payam,,,,,Gogrial West County,Abyei Administrative Area,,,
fab030cc-0525-40b4-a46f-ae0203e0cbfe,no,Agok PHCC,,,Visit Location;,,,,Wau South Payam,,,,,Wau County,Abyei Administrative Area,,,
73603c3a-8a31-412f-b5f8-f74ef3845ff5,no,Agok PHCC,,,Visit Location;,,,,Wau South Payam,,,,,Wau County,Abyei Administrative Area,,,
7312cf7e-b921-443c-a804-d8a5a57b4015,no,Agonyakiri PHCU,,,Visit Location;,,,,Lasu Payam,,,,,Yei County,Central Equatoria State,,,
37371ff4-27f8-4cd9-81fd-b62562aba46d,no,Agoro PHCU,,,Visit Location;,,,,Magwi Payam,,,,,Magwi County,Eastern Equatoria State,,,
7bc79f74-0e67-4a8f-a759-03b4d9917376,no,Aguat PHCU,,,Visit Location;,,,,Gomjuer East Payam,,,,,Aweil West County,Northern Bahr El Ghazal State,,,
420e0f8e-e062-4055-90a4-7550a628ee20,no,Aguat PHCU,,,Visit Location;,,,,Gomjuer East Payam,,,,,Aweil West County,Northern Bahr El Ghazal State,,,
d416d973-c7bf-404a-a34d-f692205fad0f,no,Aguka PHCU,,,Visit Location;,,,,Tonj Payam,,,,,Tonj South County,Warrap State,,,
34174141-cf14-4ade-90af-f667b154d9f1,no,Agyi PHCU,,,Visit Location;,,,,Minga Payam,,,,,Mundri East County,Western Equatoria State,,,
8354a0bf-e81e-4048-bd98-b3f474dddb3c,no,AIC Lohutok PHCC,,,Visit Location;,,,,Lohutok Payam,,,,,Lafon/Lopa County,Eastern Equatoria State,,,
c9f069f3-9791-44ad-bb23-d8f7f68782fd,no,Ajak Kuach PHCC,,,Visit Location;,,,,Ajak-kuac Payam,,,,,Twic County,Warrap State,,,
5147645e-baec-4738-a267-6f4386d2c778,no,Ajak Wol PHCU,,,Visit Location;,,,,Malual Centre Payam,,,,,Aweil North County,Northern Bahr El Ghazal State,,,
26f28bc9-0d5c-40c3-8483-4178aa6a431e,no,Ajiep PHCU,,,Visit Location;,,,,Kuac North Payam,,,,,Gogrial West County,Warrap State,,,
76bc1057-34a5-4553-8cc7-982b4b9c1fa8,no,Ajio PHCU,,,Visit Location;,,,,Liwolo Payam,,,,,Kajo-Keji County,Central Equatoria State,,,
ddf1c776-45e3-45de-9602-97db9412fb52,no,Ajira PHCU,,,Visit Location;,,,,Kangapo Two Payam,,,,,Kajo-Keji County,Central Equatoria State,,,
41f52e46-61cb-4d1a-8a1e-a4ee7175d36c,no,Ajogo PHCU,,,Visit Location;,,,,Toch North Payam,,,,,Gogrial East County,Warrap State,,,
7627c710-cd50-41b2-a1e6-53346dce7bc9,no,Ajok PHCU,,,Visit Location;,,,,Mariem East Payam,,,,,Aweil West County,Northern Bahr El Ghazal State,,,
4f979d9b-3645-42e0-a926-dafe5703990e,no,Ajong PHCU,,,Visit Location;,,,,Wunrok Payam,,,,,Twic County,Warrap State,,,
6ca4b80f-59f0-4128-a6a9-ef72bbcff4e6,no,Ajoungthok PHCU,,,Visit Location;,,,,Jamjang Payam,,,,,Pariang County,Ruweng Administrative Area,,,
312d97e3-5b4a-4a8e-a469-49c1a64593fb,no,Ajugo PHCU,,,Visit Location;,,,,Kangi Payam,,,,,Jur River County,Western Bahr El Ghazal State,,,
bedf0da6-aa99-4638-8ec6-022485460482,no,Ajwara PHCU,,,Visit Location;,,,,Adongo Payam,,,,,Pochalla County,Pibor Administrative Area,,,
a495ab70-e664-4347-acd1-fe1b0023ee5c,no,Akac PHCC,,,Visit Location;,,,,Gakrol Payam,,,,,Aweil South County,Northern Bahr El Ghazal State,,,
536bc04c-77d6-483d-938b-0533b88997ad,no,Akak PHCC,,,Visit Location;,,,,Pannyok Payam,,,,,Twic County,Warrap State,,,
a8dc85dd-c829-4cad-8fb4-291eb90e0db6,no,Akeer (Ascom) PHCU,,,Visit Location;,,,,Ayod Payam,,,,,Ayod County,Jonglei State,,,
67a3820b-1932-4c80-acfd-8e2cad7d1138,no,Akier PHCU,,,Visit Location;,,,,Palal Payam,,,,,Tonj East County,Warrap State,,,
079aabbc-1310-46f4-81af-e5abefe157e6,no,Akobo HOSPITAL,,,Visit Location;,,,,Bilkey Payam,,,,,Akobo County,Jonglei State,,,
33e2bcf7-c407-4d35-b13d-4c3e5044dc07,no,Akoc PHCC,,,Visit Location;,,,,Akoc Payam,,,,,Twic County,Warrap State,,,
c6fb18e8-eb9f-4936-a1d8-d6a220892001,no,Akoka PHCC,,,Visit Location;,,,,Akoka Payam,,,,,Akoka County,Upper Nile State,,,
865df13c-5a7f-4381-931b-a74b6e89bdfd,no,Akoljal PHCU,,,Visit Location;,,,,Jiir Payam,,,,,Rumbek Centre County,Lakes State,,,
2be9a260-06b1-487a-8158-0de837b579b8,no,Akon PHCC,,,Visit Location;,,,,Akon South Payam,,,,,Gogrial West County,Warrap State,,,
40376ed7-93c7-4598-b9d9-ac2dda4854b0,no,Akonbet PHCU,,,Visit Location;,,,,Wau Bai Payam,,,,,Jur River County,Western Bahr El Ghazal State,,,
340ee48f-b394-4062-8214-df3085199e35,no,Akop PHCC,,,Visit Location;,,,,Akop Payam,,,,,Tonj North County,Warrap State,,,
9cad4d6e-0461-44be-a7ec-27e5e6e975ec,no,Akortong PHCU,,,Visit Location;,,,,Ajak-kuac Payam,,,,,Twic County,Warrap State,,,
f28fd5b0-5401-41f4-834e-749e3577fe93,no,Akot PHCC,,,Visit Location;,,,,Akot Payam,,,,,Rumbek East County,Lakes State,,,
59a1c499-0aab-4bbe-94f7-3332d98f02b8,no,Akot PHCU,,,Visit Location;,,,,Biu Payam,,,,,Pariang County,Ruweng Administrative Area,,,
828bc193-5cb4-4ddf-9809-e474de9a38e0,no,Akpa PHCU,,,Visit Location;,,,,Tambura Payam,,,,,Tambura County,Western Equatoria State,,,
fe53cf94-0c9d-46f7-b319-6e072b1fc484,no,Akrok PHCU,,,Visit Location;,,,,Rocrocdong Payam,,,,,Jur River County,Western Bahr El Ghazal State,,,
d54dcce7-6a30-4d41-9fe3-4c7b391f24be,no,Akuai Deng PHCU,,,Visit Location;,,,,Jalle Payam,,,,,Bor South County,Jonglei State,,,
f684dedc-3a65-442d-bc69-baa496a53601,no,Akuak Malual PHCU,,,Visit Location;,,,,Malual West Payam (Aweil N),,,,,Aweil North County,Northern Bahr El Ghazal State,,,
108bfa5b-435f-4a45-b53c-76eb0272213a,no,Akuang Aroual PHCU,,,Visit Location;,,,,Mariem East Payam,,,,,Aweil West County,Northern Bahr El Ghazal State,,,
1c8e07a2-91ed-43e0-b073-84ff067f2747,no,Akuang Koc PHCU,,,Visit Location;,,,,Ayat West Payam,,,,,Aweil West County,Northern Bahr El Ghazal State,,,
d05a022e-8c7d-463e-b646-07792ac080b5,no,Akuang Koc PHCU,,,Visit Location;,,,,Ayat West Payam,,,,,Aweil West County,Northern Bahr El Ghazal State,,,
5b94ee46-3164-4cee-b47a-7812b1e6f7c0,no,Akuangkar PHCU,,,Visit Location;,,,,Chel South Payam,,,,,Aweil Centre County,Northern Bahr El Ghazal State,,,
493e5cfd-00d8-4dfd-aeab-91cf3422259f,no,Akuem PHCC,,,Visit Location;,,,,Yargot Payam,,,,,Aweil East County,Northern Bahr El Ghazal State,,,
927f4f26-83db-4e08-91ff-3273219786b5,no,Akurbiok PHCU,,,Visit Location;,,,,Manloor Payam,,,,,Tonj North County,Warrap State,,,
3d95a4f1-cf00-488f-a707-0891759a5aad,no,Akurwa PHCU,,,Visit Location;,,,,Kaka Payam,,,,,Manyo County,Upper Nile State,,,
995984ff-5b5a-4ccb-b17c-1e793eabf720,no,Al Amin HOSPITAL,,,Visit Location;,,,,Juba Town Payam,,,,,Juba County,Central Equatoria State,,,
925e07bc-c605-45c5-ab62-20a97d64b227,no,Al Amin Nursing Home HOSPITAL,,,Visit Location;,,,,Juba Town Payam,,,,,Juba County,Central Equatoria State,,,
37281224-0fd9-4c82-b15e-6987c8e77382,no,Al Gabat PHCU,,,Visit Location;,,,,Wadakona Payam,,,,,Manyo County,Upper Nile State,,,
d2cfe93c-d8d3-47f7-bc79-e2d30cc19611,no,Alabek PHCC,,,Visit Location;,,,,Alabek Payam,,,,,Tonj North County,Warrap State,,,
b9bd92ef-a8b8-4234-b765-839880c65e71,no,Alaka PHCU,,,Visit Location;,,,,Geger Payam,,,,,Renk County,Upper Nile State,,,
c76e3ea1-5b1a-46bd-82d3-e6ba2eafbb10,no,Alaki PHCU,,,Visit Location;,,,,Panyidwoi Payam,,,,,Panyikang County,Upper Nile State,,,
a161d4c9-2b0c-4a40-85ec-0900818d44a6,no,Alang PHCU,,,Visit Location;,,,,Mariem East Payam,,,,,Aweil West County,Northern Bahr El Ghazal State,,,
d3654f4f-a76f-4925-8ce7-f0af3abbfb8f,no,Alek PHCC,,,Visit Location;,,,,Alek South Payam,,,,,Gogrial West County,Warrap State,,,
ede67b20-dfb4-497c-8271-0cf3c8a0eea6,no,Alel PHCU,,,Visit Location;,,,,Dheteim Payam,,,,,Panyikang County,Upper Nile State,,,
4d1abd76-71a4-40fd-898b-5b6a104dfbe3,no,Alela PHCU,,,Visit Location;,,,,Atar Payam,,,,,Pigi County,Jonglei State,,,
49e39515-e1f1-4960-9188-446b3e25ec8d,no,Alelchok PHCU,,,Visit Location;,,,,Marial Bai Payam,,,,,Jur River County,Western Bahr El Ghazal State,,,
ba23065b-b046-4e69-905c-cc9ef333c42b,no,Alelthony PHCU,,,Visit Location;,,,,Kangi Payam,,,,,Jur River County,Western Bahr El Ghazal State,,,
7709ec83-9c08-4019-b0fc-fad9630838a5,no,Aliek PHCC,,,Visit Location;,,,,Aliek Payam,,,,,Tonj North County,Warrap State,,,
0f982b48-ecc6-4852-9859-0e456dba03cc,no,Aljazeira PHCC,,,Visit Location;,,,,Wau South Payam,,,,,Wau County,Western Bahr El Ghazal State,,,
824ee4b6-bdce-4495-85a9-73bd40626f4a,no,Alok PHCU,,,Visit Location;,,,,Bar Mayen Payam,,,,,Aweil Centre County,Northern Bahr El Ghazal State,,,
1bea9f57-59a1-48ec-a3e7-6d38e70caf85,no,Aloor PHCU,,,Visit Location;,,,,Aloor Payam,,,,,Rumbek North County,Lakes State,,,
ea503f05-f743-43f5-af3b-1077453f7e54,no,Aloto Rural PHCU,,,Visit Location;,,,,Wudabi Payam,,,,,Morobo County,Central Equatoria State,,,
50de78c5-8751-4562-9224-9fcde7a024bb,no,Aluak Luak PHCC,,,Visit Location;,,,,Aluakluak Payam,,,,,Yirol West County,Lakes State,,,
2f7a3183-3204-43b2-a21d-237f4147f377,no,Aluel Achot PHCU,,,Visit Location;,,,,Gomjuer Center Payam,,,,,Aweil West County,Northern Bahr El Ghazal State,,,
4e442290-600a-45fb-a456-2b0c2aa7cddc,no,Aluel Achot PHCU,,,Visit Location;,,,,Gomjuer Center Payam,,,,,Aweil West County,Northern Bahr El Ghazal State,,,
97e87c25-2810-407f-b854-44f823b4eb2f,no,Aluel PHCU,,,Visit Location;,,,,Tiar-aleit Payam,,,,,Aweil South County,Northern Bahr El Ghazal State,,,
ce67a31d-d962-43a0-8c3f-d9cc88fa91bc,no,Alueth PHCU,,,Visit Location;,,,,Panthou Payam,,,,,Aweil South County,Northern Bahr El Ghazal State,,,
e61f2d7c-c331-48d5-933b-8e6bf6b99b4d,no,Amacrool PHCU,,,Visit Location;,,,,Wathmuok Payam,,,,,Aweil South County,Northern Bahr El Ghazal State,,,
c20b6774-3b84-4286-ade0-81d0daffdc11,no,Amadi PHCU,,,Visit Location;,,,,Amadi Payam,,,,,Mundri West County,Western Equatoria State,,,
5f7f37da-647a-48f2-8121-e31f6334af27,no,Amaki PHCU,,,Visit Location;,,,,Kozi Payam,,,,,Maridi County,Western Equatoria State,,,
1d7fe449-61a9-42c7-89ba-6d01ca4b3c36,no,Amatnyang PHCU,,,Visit Location;,,,,Gomjuer East Payam,,,,,Aweil West County,Northern Bahr El Ghazal State,,,
09ce9b1a-6ff5-4edc-b686-8139eeb7f031,no,Amatnyang PHCU,,,Visit Location;,,,,Gomjuer East Payam,,,,,Aweil West County,Northern Bahr El Ghazal State,,,
cdb926a4-8762-4aeb-a531-f0eb731a88e9,no,Amee PHCU,,,Visit Location;,,,,Magwi Payam,,,,,Magwi County,Eastern Equatoria State,,,
0ac7e3cc-23ce-4f86-94bb-70be29ecacf9,no,Ameeth PHCU,,,Visit Location;,,,,Wunrok Payam,,,,,Twic County,Warrap State,,,
8575fe47-36a9-4e26-bae9-1a9fd0fb6a94,no,Amenth bek HOSPITAL,,,Visit Location;,,,,Abyei Payam,,,,,Abyei County,Abyei Administrative Area,,,
3e724fb2-6414-4d20-a50b-0461cb8ede93,no,Amential PHCU,,,Visit Location;,,,,Awada Payam,,,,,Aweil Centre County,Northern Bahr El Ghazal State,,,
146ef510-17f4-4ec1-bab7-537d94d92cbf,no,Amer PHCU,,,Visit Location;,,,,Mathiang-kok Payam,,,,,Rumbek East County,Lakes State,,,
c6218a19-d3ae-4b59-99ca-c4eb04d04117,no,Ameth Akok PHCU,,,Visit Location;,,,,Malual Bai Payam,,,,,Aweil East County,Northern Bahr El Ghazal State,,,
e99598d3-4767-425f-b0c5-7fe052976f13,no,Ameth Akok PHCU,,,Visit Location;,,,,Malual Bai Payam,,,,,Aweil East County,Northern Bahr El Ghazal State,,,
2d566774-6f01-4daa-b87b-03061d7b0288,no,Ameth Duol PHCU,,,Visit Location;,,,,Abiriu Payam,,,,,Cueibet County,Lakes State,,,
5f007c48-752d-4307-83b8-b7b19027f62d,no,Amethgolduang PHCU,,,Visit Location;,,,,Malual Bai Payam,,,,,Aweil East County,Northern Bahr El Ghazal State,,,
f1f0b6d9-25de-422c-aed3-a46b6107a80f,no,Amiel PHCU,,,Visit Location;,,,,Dongchak Payam,,,,,Duk County,Jonglei State,,,
916d1e37-c6b2-45cd-9e3d-c920bdfa6d15,no,Amiet PHCU,,,Visit Location;,,,,Amenth agouk Payam,,,,,Abyei County,Abyei Administrative Area,,,
e8da4c74-3fe5-4c8c-86ff-47dab28fecd3,no,Amiru PHCU,,,Visit Location;,,,,Marguna Payam,,,,,Lafon/Lopa County,Eastern Equatoria State,,,
011def87-f631-407e-8664-edc66d3d65aa,no,Amok PHCU,,,Visit Location;,,,,Mayen Payam,,,,,Rumbek North County,Lakes State,,,
b8ddde6c-e2c7-47e0-a69e-1eb443cab4b6,no,Amongpiny PHCC,,,Visit Location;,,,,Amongpiny Payam,,,,,Rumbek Centre County,Lakes State,,,
64976cc7-d7b2-4a47-b6f2-5ce201b7ae25,no,Amothic PHCU,,,Visit Location;,,,,Awulic Payam,,,,,Aweil Centre County,Northern Bahr El Ghazal State,,,
a2897db3-a4a8-4432-a2ef-e4ef5902bbf9,no,Amothic PHCU,,,Visit Location;,,,,Awulic Payam,,,,,Aweil Centre County,Northern Bahr El Ghazal State,,,
5fb96cff-06cc-4f27-8755-ae5801d5aa88,no,Ananatak PHCU,,,Visit Location;,,,,Ananatak Payam,,,,,Tonj East County,Warrap State,,,
cccf5a7e-317e-4a80-99b8-5bea8c79a263,no,Andari PHCU,,,Visit Location;,,,,Andari Payam,,,,,Ezo County,Western Equatoria State,,,
a8edf922-25a0-484b-a467-9b87779f495e,no,Angebi PHCU,,,Visit Location;,,,,Tore Payam,,,,,Yei County,Central Equatoria State,,,
3dfcf004-99a1-4557-b38f-1ef21bc6cfe9,no,Angernger PHCU,,,Visit Location;,,,,Pathuon East Payam,,,,,Gogrial East County,Warrap State,,,
4f13c362-2c35-4548-9b2f-2d6d1bfab070,no,Angol PHCU,,,Visit Location;,,,,Gomjuer Center Payam,,,,,Aweil West County,Northern Bahr El Ghazal State,,,
ae2a1960-4004-4192-8884-31a64cd407a5,no,Angol PHCU,,,Visit Location;,,,,Gomjuer Center Payam,,,,,Aweil West County,Northern Bahr El Ghazal State,,,
cedad0fb-7555-44f7-85a0-a05ee278c59c,no,Angon Lek PHCU,,,Visit Location;,,,,Ayat Center Payam,,,,,Aweil West County,Northern Bahr El Ghazal State,,,
0de3bbb7-4494-4673-aee4-bf2ac6e705f7,no,Angon Lek PHCU,,,Visit Location;,,,,Ayat Center Payam,,,,,Aweil West County,Northern Bahr El Ghazal State,,,
99c3f4ac-51ff-4a7d-bfeb-3263d9de4803,no,Angui PHCU,,,Visit Location;,,,,Kuac North Payam,,,,,Gogrial West County,Warrap State,,,
0f3abc48-a47a-4c09-b8b9-69f7150cbb6b,no,Anguoth PHCU,,,Visit Location;,,,,Riau Payam,,,,,Gogrial West County,Warrap State,,,
35072e3a-b159-4026-89a8-7a1a357c6c35,no,Anuol PHCC,,,Visit Location;,,,,Anuol Payam,,,,,Yirol West County,Lakes State,,,
c89cfbc1-0c89-4780-86c0-c8959612ee54,no,Anyak PHCU,,,Visit Location;,,,,Baidit Payam,,,,,Bor South County,Jonglei State,,,
7b945649-e0bd-43c4-945e-4d0a1ecb1cac,no,Anyidi PHCC,,,Visit Location;,,,,Anyidi Payam,,,,,Bor South County,Jonglei State,,,
cab76221-aa1b-463a-9e21-582f81b83113,no,Anyiel Cuar PHCU,,,Visit Location;,,,,Akoc Payam,,,,,Twic County,Warrap State,,,
d70c45ef-df88-47c0-808c-1c9d42f2dfbc,no,Anyiel Kuac PHCC,,,Visit Location;,,,,Turalei Payam,,,,,Twic County,Warrap State,,,
23d3bb00-9ad1-4abc-9b43-b3c9ff4c616a,no,Anyuopjang PHCU,,,Visit Location;,,,,Gomjuer West Payam,,,,,Aweil West County,Northern Bahr El Ghazal State,,,
12e68d6b-919c-49a7-802a-fd1fe62b5f04,no,Anyuopjang PHCU,,,Visit Location;,,,,Gomjuer West Payam,,,,,Aweil West County,Northern Bahr El Ghazal State,,,
